track_id,platform,listen_month,stream_count,skip_rate,playlist_adds
30,Spotify,2025-06-01,187450,0.364,5668
30,Apple Music,2024-10-01,128702,0.522,7063
30,YouTube Music,2023-08-01,25772,0.49,1687
31,Spotify,2023-10-01,229318,0.473,17056
31,Apple Music,2023-06-01,51877,0.211,2980
31,YouTube Music,2024-11-01,167174,0.39,6793
32,Spotify,2024-01-01,47887,0.38,3622
32,Apple Music,2024-11-01,203192,0.102,13322
32,YouTube Music,2023-06-01,131963,0.308,7975
33,Spotify,2025-12-01,184352,0.522,7504
33,Apple Music,2023-09-01,39945,0.218,784
33,YouTube Music,2024-02-01,229402,0.417,1693
34,Spotify,2024-03-01,103298,0.548,8164
34,Apple Music,2023-04-01,161318,0.307,7348
34,YouTube Music,2024-12-01,56559,0.39,662
35,Spotify,2024-04-01,7312,0.517,531
35,Apple Music,2023-11-01,180440,0.304,13048
35,YouTube Music,2025-06-01,48848,0.378,2046
36,Spotify,2025-06-01,80414,0.44,4024
36,Apple Music,2025-11-01,133708,0.429,7939
36,YouTube Music,2024-02-01,203924,0.285,4588
37,Spotify,2023-12-01,65460,0.122,3963
37,Apple Music,2024-10-01,35381,0.14,1008
37,YouTube Music,2024-07-01,155137,0.109,7007
38,Spotify,2023-09-01,106441,0.455,7987
38,Apple Music,2025-08-01,202584,0.184,7019
38,YouTube Music,2024-11-01,73888,0.523,5008
39,Spotify,2025-01-01,106597,0.213,6505
39,Apple Music,2024-12-01,156245,0.316,8850
39,YouTube Music,2025-07-01,164092,0.469,6912
40,Spotify,2023-12-01,22103,0.237,1482
40,Apple Music,2023-08-01,72605,0.105,5075
40,YouTube Music,2023-01-01,197889,0.543,10773
41,Spotify,2024-07-01,149237,0.279,6045
41,Apple Music,2023-12-01,86850,0.422,2273
41,YouTube Music,2025-01-01,149384,0.142,9175
42,Spotify,2024-12-01,183239,0.388,8848
42,Apple Music,2025-04-01,123750,0.148,2643
42,YouTube Music,2023-11-01,230121,0.25,15926
43,Spotify,2023-01-01,40209,0.542,2250
43,Apple Music,2023-09-01,26020,0.303,1974
43,YouTube Music,2025-07-01,171447,0.284,2767
44,Spotify,2025-10-01,53100,0.193,2211
44,Apple Music,2025-11-01,54478,0.256,3098
44,YouTube Music,2024-11-01,30387,0.487,1634
45,Spotify,2023-08-01,183249,0.085,2519
45,Apple Music,2025-10-01,202584,0.32,1362
45,YouTube Music,2023-07-01,121683,0.43,7857
46,Spotify,2023-02-01,178394,0.41,4883
46,Apple Music,2023-07-01,71872,0.507,4645
46,YouTube Music,2025-08-01,149538,0.341,6763
47,Spotify,2025-02-01,19180,0.355,1122
47,Apple Music,2023-10-01,247888,0.534,17927
47,YouTube Music,2023-01-01,165926,0.341,10791
48,Spotify,2024-01-01,39238,0.387,454
48,Apple Music,2025-03-01,31478,0.318,1015
48,YouTube Music,2023-09-01,154429,0.389,3648
49,Spotify,2025-06-01,92545,0.289,4468
49,Apple Music,2025-04-01,185157,0.548,9343
49,YouTube Music,2023-03-01,155411,0.465,3540
50,Spotify,2025-04-01,103865,0.181,1564
50,Apple Music,2023-09-01,158034,0.14,8166
50,YouTube Music,2024-02-01,64402,0.385,1110
51,Spotify,2023-02-01,80954,0.522,1274
51,Apple Music,2023-12-01,205200,0.548,11749
51,YouTube Music,2023-07-01,111603,0.384,4838
52,Spotify,2025-04-01,40321,0.45,1347
52,Apple Music,2024-02-01,20032,0.33,1127
52,YouTube Music,2024-03-01,102826,0.251,3086
53,Spotify,2023-07-01,57545,0.126,4515
53,Apple Music,2024-10-01,35581,0.138,1582
53,YouTube Music,2024-09-01,110466,0.244,5292
54,Spotify,2024-03-01,83324,0.501,1483
54,Apple Music,2025-10-01,116792,0.399,7492
54,YouTube Music,2025-12-01,115184,0.14,657
55,Spotify,2024-01-01,49287,0.147,2344
55,Apple Music,2025-10-01,225653,0.254,14287
55,YouTube Music,2024-09-01,134819,0.166,10646
56,Spotify,2023-05-01,87691,0.281,6631
56,Apple Music,2024-02-01,263676,0.525,9357
56,YouTube Music,2023-10-01,169749,0.423,12878
57,Spotify,2023-07-01,15875,0.214,1186
57,Apple Music,2025-11-01,236046,0.423,9671
57,YouTube Music,2025-04-01,284555,0.408,10076
58,Spotify,2024-04-01,189224,0.28,8529
58,Apple Music,2025-11-01,278907,0.513,22295
58,YouTube Music,2025-04-01,158673,0.291,2798
59,Spotify,2023-07-01,46978,0.475,2044
59,Apple Music,2025-04-01,160769,0.255,2169
59,YouTube Music,2024-05-01,223029,0.483,5967
60,Spotify,2023-05-01,77829,0.427,3709
60,Apple Music,2025-08-01,225037,0.5,16912
60,YouTube Music,2024-02-01,18937,0.369,561
61,Spotify,2023-02-01,2243,0.42,78
61,Apple Music,2023-07-01,149080,0.12,6495
61,YouTube Music,2024-04-01,53317,0.083,3343
62,Spotify,2023-09-01,154200,0.221,5724
62,Apple Music,2023-03-01,73864,0.286,5019
62,YouTube Music,2025-04-01,139649,0.083,9952
63,Spotify,2025-06-01,32357,0.099,1119
63,Apple Music,2025-05-01,9447,0.174,386
63,YouTube Music,2025-03-01,39967,0.339,2597
64,Spotify,2025-12-01,128567,0.447,4498
64,Apple Music,2023-03-01,108029,0.53,6962
64,YouTube Music,2025-06-01,119735,0.441,2722
65,Spotify,2024-05-01,188145,0.427,7069
65,Apple Music,2025-09-01,130374,0.282,6690
65,YouTube Music,2025-04-01,56392,0.44,3936
66,Spotify,2023-12-01,271666,0.173,15752
66,Apple Music,2025-11-01,253741,0.165,20157
66,YouTube Music,2024-04-01,178015,0.137,6247
67,Spotify,2023-07-01,40992,0.37,484
67,Apple Music,2023-06-01,119604,0.409,9390
67,YouTube Music,2024-02-01,122011,0.32,6502
68,Spotify,2023-06-01,72370,0.523,4224
68,Apple Music,2024-04-01,11786,0.08,642
68,YouTube Music,2023-05-01,81561,0.507,1024
69,Spotify,2023-11-01,131633,0.223,1614
69,Apple Music,2024-12-01,183209,0.141,5870
69,YouTube Music,2023-10-01,173048,0.255,9304
70,Spotify,2025-02-01,86236,0.13,4502
70,Apple Music,2023-04-01,12968,0.509,701
70,YouTube Music,2025-06-01,197717,0.126,14954
71,Spotify,2025-03-01,98236,0.545,1979
71,Apple Music,2025-06-01,10506,0.277,613
71,YouTube Music,2023-08-01,103110,0.417,7559
72,Spotify,2023-10-01,122946,0.528,7907
72,Apple Music,2025-01-01,88143,0.141,741
72,YouTube Music,2025-09-01,166712,0.463,7023
73,Spotify,2024-07-01,18127,0.433,612
73,Apple Music,2023-10-01,153753,0.167,2613
73,YouTube Music,2025-12-01,147486,0.516,6409
74,Spotify,2025-05-01,211183,0.223,4545
74,Apple Music,2024-01-01,126573,0.185,5697
74,YouTube Music,2024-01-01,149484,0.495,11143
75,Spotify,2023-01-01,234441,0.545,4864
75,Apple Music,2023-12-01,171983,0.364,5620
75,YouTube Music,2024-06-01,138481,0.143,10022
76,Spotify,2025-05-01,18234,0.085,577
76,Apple Music,2025-02-01,44656,0.087,2424
76,YouTube Music,2025-11-01,236924,0.26,12802
77,Spotify,2024-04-01,179667,0.464,3871
77,Apple Music,2024-04-01,180190,0.483,6245
77,YouTube Music,2023-08-01,237039,0.253,17223
78,Spotify,2025-08-01,51718,0.463,941
78,Apple Music,2023-07-01,174135,0.213,4921
78,YouTube Music,2023-08-01,210447,0.113,2189
79,Spotify,2025-01-01,281334,0.127,12521
79,Apple Music,2023-11-01,163694,0.26,2169
79,YouTube Music,2025-10-01,12626,0.442,316
80,Spotify,2025-12-01,5150,0.084,331
80,Apple Music,2025-08-01,117005,0.12,1806
80,YouTube Music,2025-12-01,42593,0.305,991
81,Spotify,2023-09-01,83074,0.138,5555
81,Apple Music,2023-04-01,67448,0.497,2437
81,YouTube Music,2024-04-01,6356,0.261,200
82,Spotify,2023-08-01,185464,0.496,12372
82,Apple Music,2024-06-01,62678,0.186,4809
82,YouTube Music,2023-01-01,23970,0.136,1779
83,Spotify,2023-11-01,141585,0.281,4263
83,Apple Music,2024-06-01,99672,0.394,2752
83,YouTube Music,2024-12-01,26706,0.315,872
84,Spotify,2025-03-01,26127,0.485,2047
84,Apple Music,2024-02-01,75050,0.29,4860
84,YouTube Music,2023-06-01,34590,0.531,895
85,Spotify,2024-08-01,30848,0.261,893
85,Apple Music,2023-11-01,252216,0.363,13303
85,YouTube Music,2024-09-01,66906,0.338,3037
86,Spotify,2024-09-01,182373,0.261,8858
86,Apple Music,2023-04-01,192407,0.461,4127
86,YouTube Music,2025-08-01,76419,0.547,480
87,Spotify,2023-05-01,48042,0.108,1498
87,Apple Music,2024-04-01,107431,0.481,8367
87,YouTube Music,2025-12-01,72281,0.106,1108
88,Spotify,2024-01-01,39012,0.092,3018
88,Apple Music,2025-03-01,159221,0.353,6490
88,YouTube Music,2023-10-01,7471,0.146,174
89,Spotify,2025-09-01,97597,0.166,5930
89,Apple Music,2024-11-01,251428,0.301,14882
89,YouTube Music,2025-01-01,147651,0.132,1402
90,Spotify,2024-11-01,198707,0.317,1155
90,Apple Music,2025-05-01,135436,0.47,10013
90,YouTube Music,2023-09-01,174591,0.518,4432
91,Spotify,2025-01-01,137947,0.139,2881
91,Apple Music,2025-02-01,59932,0.467,4686
91,YouTube Music,2024-03-01,196769,0.227,10456
92,Spotify,2023-02-01,19013,0.384,372
92,Apple Music,2023-05-01,21265,0.446,641
92,YouTube Music,2024-04-01,48559,0.111,2417
93,Spotify,2023-10-01,133662,0.517,3077
93,Apple Music,2023-06-01,122846,0.544,5071
93,YouTube Music,2024-07-01,34062,0.084,1081
94,Spotify,2023-12-01,120693,0.433,7172
94,Apple Music,2023-09-01,152254,0.271,9227
94,YouTube Music,2023-05-01,32462,0.454,1323
95,Spotify,2023-12-01,38098,0.298,2719
95,Apple Music,2025-03-01,81440,0.46,4403
95,YouTube Music,2024-08-01,146486,0.422,7888
96,Spotify,2024-01-01,35011,0.249,2422
96,Apple Music,2025-10-01,236899,0.262,4894
96,YouTube Music,2023-01-01,27716,0.346,2205
97,Spotify,2023-08-01,47729,0.225,3344
97,Apple Music,2023-05-01,27005,0.16,733
97,YouTube Music,2024-05-01,154357,0.122,2846
98,Spotify,2023-02-01,172778,0.439,6592
98,Apple Music,2024-10-01,163495,0.251,4332
98,YouTube Music,2024-06-01,156974,0.252,10731
99,Spotify,2025-01-01,27071,0.318,668
99,Apple Music,2025-09-01,226256,0.107,14546
99,YouTube Music,2025-07-01,2305,0.129,76
100,Spotify,2024-08-01,18331,0.491,1011
100,Apple Music,2023-03-01,146184,0.503,5827
100,YouTube Music,2024-04-01,166368,0.531,5784
101,Spotify,2024-04-01,105463,0.229,8408
101,Apple Music,2025-03-01,229785,0.134,8983
101,YouTube Music,2025-07-01,109759,0.18,5226
102,Spotify,2024-04-01,22957,0.25,855
102,Apple Music,2024-05-01,13603,0.091,841
102,YouTube Music,2024-02-01,78656,0.119,801
103,Spotify,2023-11-01,104228,0.292,3802
103,Apple Music,2024-06-01,62376,0.105,4498
103,YouTube Music,2024-08-01,193613,0.173,14645
104,Spotify,2024-12-01,170928,0.156,9785
104,Apple Music,2025-04-01,155027,0.085,9879
104,YouTube Music,2025-12-01,25779,0.352,408
105,Spotify,2024-03-01,252850,0.425,1533
105,Apple Music,2024-05-01,173295,0.133,13473
105,YouTube Music,2023-11-01,168966,0.544,12799
106,Spotify,2025-04-01,139976,0.352,1082
106,Apple Music,2023-06-01,134752,0.444,6747
106,YouTube Music,2023-06-01,76097,0.537,3672
107,Spotify,2023-12-01,77624,0.501,3311
107,Apple Music,2024-09-01,156213,0.294,5589
107,YouTube Music,2023-08-01,124905,0.44,1686
108,Spotify,2024-07-01,115490,0.34,1986
108,Apple Music,2024-12-01,98314,0.404,3717
108,YouTube Music,2023-02-01,222299,0.506,2765
109,Spotify,2024-12-01,28552,0.37,1023
109,Apple Music,2025-10-01,231993,0.336,12182
109,YouTube Music,2024-09-01,10871,0.48,227
110,Spotify,2024-08-01,87214,0.482,6653
110,Apple Music,2024-01-01,146243,0.383,9337
110,YouTube Music,2025-05-01,125294,0.319,3141
111,Spotify,2023-01-01,105657,0.454,3814
111,Apple Music,2025-12-01,89478,0.092,5752
111,YouTube Music,2024-04-01,156270,0.16,7487
112,Spotify,2023-10-01,202331,0.171,10790
112,Apple Music,2023-07-01,99125,0.379,7761
112,YouTube Music,2023-09-01,93153,0.286,1161
113,Spotify,2025-05-01,37169,0.449,2535
113,Apple Music,2023-07-01,130231,0.232,1562
113,YouTube Music,2025-09-01,4148,0.359,29
114,Spotify,2024-11-01,24174,0.092,1451
114,Apple Music,2023-05-01,210303,0.168,11343
114,YouTube Music,2024-05-01,57532,0.195,3653
115,Spotify,2023-11-01,144037,0.119,2273
115,Apple Music,2023-02-01,201158,0.132,14994
115,YouTube Music,2024-06-01,36530,0.5,436
116,Spotify,2023-08-01,56915,0.311,378
116,Apple Music,2024-11-01,139147,0.403,4611
116,YouTube Music,2023-11-01,152538,0.165,878
117,Spotify,2024-06-01,175880,0.482,2425
117,Apple Music,2025-12-01,177907,0.362,956
117,YouTube Music,2023-09-01,91140,0.171,657
118,Spotify,2023-01-01,169198,0.182,5476
118,Apple Music,2023-05-01,76269,0.119,4337
118,YouTube Music,2025-11-01,78665,0.528,2449
119,Spotify,2024-04-01,83883,0.46,3162
119,Apple Music,2024-07-01,59703,0.403,4271
119,YouTube Music,2023-12-01,31599,0.44,896
120,Spotify,2024-06-01,136095,0.29,6767
120,Apple Music,2024-06-01,141603,0.26,2829
120,YouTube Music,2025-05-01,214868,0.291,15407
121,Spotify,2025-06-01,161426,0.364,11427
121,Apple Music,2023-06-01,85815,0.165,2505
121,YouTube Music,2024-02-01,54671,0.389,1798
122,Spotify,2024-10-01,2998,0.085,88
122,Apple Music,2025-04-01,113561,0.344,3851
122,YouTube Music,2025-02-01,129074,0.344,7579
123,Spotify,2024-06-01,201617,0.278,12442
123,Apple Music,2024-07-01,48157,0.457,2041
123,YouTube Music,2024-04-01,27775,0.16,819
124,Spotify,2025-01-01,123217,0.088,7854
124,Apple Music,2025-09-01,117978,0.476,4154
124,YouTube Music,2024-12-01,10781,0.088,433
125,Spotify,2025-06-01,76609,0.434,2683
125,Apple Music,2024-08-01,151703,0.265,8682
125,YouTube Music,2025-02-01,232660,0.137,7687
126,Spotify,2024-12-01,7640,0.468,117
126,Apple Music,2024-09-01,202047,0.16,3906
126,YouTube Music,2023-02-01,2442,0.488,59
127,Spotify,2025-07-01,17901,0.115,531
127,Apple Music,2023-03-01,86874,0.515,4235
127,YouTube Music,2024-11-01,110917,0.434,7939
128,Spotify,2024-11-01,141254,0.325,3254
128,Apple Music,2023-02-01,178737,0.231,10691
128,YouTube Music,2023-11-01,87747,0.414,2761
129,Spotify,2024-01-01,211173,0.177,2291
129,Apple Music,2023-08-01,45401,0.182,3014
129,YouTube Music,2025-06-01,28022,0.463,1740
130,Spotify,2025-02-01,273130,0.413,14789
130,Apple Music,2025-09-01,32216,0.251,2517
130,YouTube Music,2023-11-01,68117,0.168,1759
131,Spotify,2024-02-01,111064,0.351,1405
131,Apple Music,2024-01-01,169589,0.088,6709
131,YouTube Music,2025-02-01,150052,0.293,3739
132,Spotify,2025-06-01,98910,0.151,4219
132,Apple Music,2024-12-01,15369,0.254,133
132,YouTube Music,2024-09-01,101971,0.169,1860
133,Spotify,2025-04-01,175099,0.284,9820
133,Apple Music,2024-04-01,27597,0.105,211
133,YouTube Music,2025-12-01,19879,0.209,1415
134,Spotify,2025-05-01,110296,0.128,6622
134,Apple Music,2024-12-01,120327,0.449,3738
134,YouTube Music,2025-10-01,152551,0.081,2880
135,Spotify,2023-06-01,156027,0.481,8830
135,Apple Music,2023-01-01,150773,0.168,10929
135,YouTube Music,2024-02-01,189937,0.237,3478
136,Spotify,2024-10-01,54645,0.481,2707
136,Apple Music,2023-10-01,833,0.196,10
136,YouTube Music,2023-03-01,249249,0.473,11065
137,Spotify,2024-12-01,21600,0.458,651
137,Apple Music,2024-08-01,128870,0.201,5346
137,YouTube Music,2025-11-01,5256,0.222,157
138,Spotify,2025-01-01,170866,0.207,7509
138,Apple Music,2023-06-01,54476,0.482,2966
138,YouTube Music,2024-06-01,107231,0.351,6132
139,Spotify,2025-02-01,68042,0.171,5212
139,Apple Music,2024-09-01,95899,0.399,6947
139,YouTube Music,2024-10-01,44469,0.399,3183
140,Spotify,2025-09-01,150238,0.21,2898
140,Apple Music,2024-10-01,185582,0.368,6961
140,YouTube Music,2025-03-01,88997,0.536,3775
141,Spotify,2025-11-01,148340,0.326,3965
141,Apple Music,2023-08-01,42357,0.215,2752
141,YouTube Music,2024-05-01,10452,0.468,149
142,Spotify,2024-03-01,1940,0.39,9
142,Apple Music,2025-03-01,122512,0.449,5225
142,YouTube Music,2024-10-01,28297,0.147,1697
143,Spotify,2023-11-01,21106,0.095,1582
143,Apple Music,2024-05-01,172814,0.268,12582
143,YouTube Music,2024-10-01,154881,0.345,8660
144,Spotify,2025-04-01,44750,0.174,679
144,Apple Music,2024-09-01,78070,0.22,5818
144,YouTube Music,2023-09-01,49811,0.492,1881
145,Spotify,2024-08-01,141526,0.317,7980
145,Apple Music,2023-09-01,98632,0.278,3528
145,YouTube Music,2025-05-01,10207,0.278,629
146,Spotify,2025-05-01,73608,0.255,3795
146,Apple Music,2023-08-01,18214,0.265,641
146,YouTube Music,2025-02-01,146668,0.106,1334
147,Spotify,2025-06-01,101688,0.466,4820
147,Apple Music,2025-01-01,14363,0.355,622
147,YouTube Music,2024-03-01,170220,0.148,10303
148,Spotify,2025-05-01,79018,0.381,1312
148,Apple Music,2025-04-01,263395,0.083,10897
148,YouTube Music,2025-02-01,25687,0.152,1823
149,Spotify,2024-07-01,60246,0.303,4063
149,Apple Music,2023-04-01,20455,0.221,844
149,YouTube Music,2025-10-01,137514,0.368,5216
150,Spotify,2025-11-01,34743,0.379,655
150,Apple Music,2024-08-01,57390,0.429,2640
150,YouTube Music,2024-11-01,74515,0.127,3662
151,Spotify,2024-07-01,75158,0.408,980
151,Apple Music,2023-10-01,32132,0.295,1520
151,YouTube Music,2024-01-01,65526,0.386,3557
152,Spotify,2024-01-01,128797,0.3,7628
152,Apple Music,2024-12-01,42616,0.482,1821
152,YouTube Music,2024-11-01,142888,0.109,7743
153,Spotify,2023-05-01,215101,0.296,14927
153,Apple Music,2025-08-01,169949,0.265,12527
153,YouTube Music,2025-09-01,136655,0.365,2531
154,Spotify,2025-06-01,193194,0.141,5661
154,Apple Music,2025-03-01,179928,0.27,1505
154,YouTube Music,2024-06-01,52538,0.13,3943
155,Spotify,2023-02-01,187507,0.443,13837
155,Apple Music,2023-01-01,57035,0.261,4448
155,YouTube Music,2024-06-01,152907,0.098,9364
156,Spotify,2023-12-01,188013,0.094,3394
156,Apple Music,2023-04-01,121481,0.545,5835
156,YouTube Music,2025-03-01,73002,0.399,1599
157,Spotify,2025-01-01,176683,0.46,3431
157,Apple Music,2023-01-01,273118,0.125,2046
157,YouTube Music,2024-03-01,143797,0.347,10042
158,Spotify,2024-04-01,266478,0.508,14167
158,Apple Music,2025-09-01,75233,0.303,2362
158,YouTube Music,2023-10-01,56324,0.286,2923
159,Spotify,2024-04-01,22066,0.323,277
159,Apple Music,2024-05-01,19494,0.236,425
159,YouTube Music,2024-02-01,150810,0.112,10611
160,Spotify,2025-05-01,193213,0.481,14468
160,Apple Music,2025-08-01,147784,0.337,10623
160,YouTube Music,2023-06-01,99346,0.095,3636
161,Spotify,2025-01-01,17037,0.337,1022
161,Apple Music,2025-12-01,81900,0.459,3872
161,YouTube Music,2025-10-01,11810,0.113,427
162,Spotify,2025-01-01,34581,0.305,508
162,Apple Music,2024-08-01,27379,0.319,1472
162,YouTube Music,2023-01-01,121876,0.492,2691
163,Spotify,2025-01-01,69819,0.484,3920
163,Apple Music,2023-07-01,189974,0.262,6324
163,YouTube Music,2025-06-01,233631,0.145,8842
164,Spotify,2023-02-01,84947,0.285,793
164,Apple Music,2025-10-01,124775,0.274,7666
164,YouTube Music,2023-02-01,17432,0.087,1028
165,Spotify,2024-10-01,13447,0.165,111
165,Apple Music,2024-08-01,229837,0.549,3385
165,YouTube Music,2025-04-01,150998,0.116,3588
166,Spotify,2023-08-01,159305,0.462,11521
166,Apple Music,2025-04-01,183999,0.252,8529
166,YouTube Music,2023-01-01,185152,0.23,8444
167,Spotify,2024-02-01,122456,0.412,6323
167,Apple Music,2024-12-01,72561,0.475,3198
167,YouTube Music,2023-01-01,134759,0.255,8924
168,Spotify,2023-01-01,75738,0.385,2956
168,Apple Music,2024-02-01,170906,0.207,8394
168,YouTube Music,2024-07-01,15629,0.367,658
169,Spotify,2024-09-01,96632,0.177,1819
169,Apple Music,2023-10-01,16985,0.095,1056
169,YouTube Music,2025-04-01,264883,0.514,19352
170,Spotify,2024-12-01,162472,0.421,8385
170,Apple Music,2025-11-01,241883,0.459,11246
170,YouTube Music,2025-12-01,99744,0.521,3966
171,Spotify,2024-12-01,188551,0.202,14522
171,Apple Music,2024-02-01,55339,0.087,3595
171,YouTube Music,2023-10-01,83367,0.219,3987
172,Spotify,2025-01-01,73629,0.39,4688
172,Apple Music,2023-08-01,32561,0.391,2204
172,YouTube Music,2024-08-01,98701,0.084,767
173,Spotify,2023-05-01,262907,0.182,2469
173,Apple Music,2024-05-01,217795,0.528,8283
173,YouTube Music,2023-10-01,108680,0.14,5681
174,Spotify,2025-09-01,171717,0.134,1354
174,Apple Music,2023-12-01,159687,0.1,9389
174,YouTube Music,2024-09-01,113709,0.088,7774
175,Spotify,2025-08-01,187331,0.19,2470
175,Apple Music,2024-11-01,40064,0.191,1179
175,YouTube Music,2023-06-01,110792,0.28,2906
176,Spotify,2025-06-01,243803,0.237,8681
176,Apple Music,2024-01-01,202999,0.218,1489
176,YouTube Music,2025-04-01,125088,0.509,865
177,Spotify,2025-12-01,109644,0.447,4727
177,Apple Music,2025-12-01,148439,0.258,7229
177,YouTube Music,2023-04-01,49179,0.549,535
178,Spotify,2024-09-01,196679,0.35,9070
178,Apple Music,2025-08-01,201774,0.493,13088
178,YouTube Music,2025-05-01,231811,0.287,5839
179,Spotify,2023-08-01,77148,0.456,6041
179,Apple Music,2025-07-01,124432,0.134,2871
179,YouTube Music,2024-11-01,97021,0.343,1041
180,Spotify,2025-03-01,177844,0.291,6475
180,Apple Music,2025-03-01,160717,0.507,8929
180,YouTube Music,2023-07-01,182712,0.215,5214
181,Spotify,2023-03-01,146746,0.15,6172
181,Apple Music,2025-12-01,116084,0.137,2873
181,YouTube Music,2024-01-01,184870,0.139,1396
182,Spotify,2025-07-01,195937,0.114,8546
182,Apple Music,2025-05-01,135145,0.269,6320
182,YouTube Music,2025-10-01,38121,0.468,1153
183,Spotify,2024-08-01,40150,0.101,2425
183,Apple Music,2024-12-01,126905,0.428,4781
183,YouTube Music,2025-02-01,44376,0.42,2184
184,Spotify,2025-08-01,54046,0.359,1769
184,Apple Music,2024-02-01,99176,0.163,5870
184,YouTube Music,2025-10-01,60060,0.24,2841
185,Spotify,2024-03-01,174707,0.281,5103
185,Apple Music,2025-04-01,31387,0.524,2234
185,YouTube Music,2023-06-01,125999,0.35,6446
186,Spotify,2023-03-01,67591,0.215,2804
186,Apple Music,2023-04-01,103794,0.202,5237
186,YouTube Music,2025-03-01,169450,0.125,7864
187,Spotify,2025-04-01,8888,0.099,638
187,Apple Music,2024-10-01,2456,0.467,80
187,YouTube Music,2024-02-01,139174,0.325,9370
