track_id,genre_id
767,12
767,3
768,10
769,10
770,6
771,11
772,4
772,9
773,9
773,3
774,6
775,11
775,6
776,2
777,1
778,3
779,4
780,8
781,2
782,10
783,11
783,8
784,1
785,4
786,1
787,11
788,2
788,8
789,6
790,6
790,1
791,9
792,12
793,5
794,4
795,2
796,9
797,4
797,12
798,10
799,9
800,12
800,2
801,11
802,12
802,11
803,2
803,3
804,9
805,9
805,6
806,9
807,6
807,12
808,6
809,11
809,7
810,10
811,10
812,7
813,6
814,8
814,7
815,12
816,5
817,9
818,5
819,5
820,4
821,1
822,9
823,2
824,8
825,3
826,5
827,10
828,4
829,5
830,10
831,10
831,4
832,12
833,8
834,8
835,10
836,1
837,2
837,1
838,6
839,7
839,2
840,12
841,11
842,1
842,5
843,6
844,6
845,3
846,11
847,8
847,10
848,4
849,5
849,7
850,3
851,2
852,10
852,1
853,5
853,2
854,9
854,7
855,3
856,9
856,4
857,7
857,11
858,9
859,4
860,5
861,6
861,11
862,2
863,7
863,6
864,4
865,6
866,5
867,6
868,10
868,3
869,1
869,4
870,11
871,3
872,2
873,4
874,5
875,6
876,5
877,8
877,1
878,4
879,4
880,9
881,10
881,3
882,7
883,5
884,1
885,4
886,1
887,11
887,1
888,7
889,11
890,2
891,5
892,4
892,7
893,6
894,10
894,9
895,3
896,9
897,9
897,1
898,4
899,6
900,7
900,3
901,6
902,6
903,4
904,1
905,7
906,9
907,4
908,6
909,11
909,3
910,12
911,9
911,11
912,7
913,10
914,7
915,10
916,8
917,4
918,10
919,3
920,12
921,7
922,11
923,6
924,9
925,3
926,3
927,6
928,7
928,5
929,12
929,11
930,3
931,2
932,3
933,10
934,10
935,10
936,4
937,6
938,12
939,3
939,9
940,12
940,11
941,3
942,8
942,12
943,3
944,4
945,7
946,5
947,4
947,11
948,4
949,3
950,10
950,8
951,8
952,7
953,1
953,10
954,12
954,6
955,10
955,12
956,9
957,8
958,1
958,4
959,12
959,1
960,9
960,11
961,4
962,8
963,5
963,12
964,3
964,7
965,10
966,12
967,8
968,2
968,9
969,3
970,7
971,6
971,8
972,3
973,10
973,4
974,2
974,5
975,12
976,12
977,2
978,12
979,11
979,6
980,9
981,12
981,9
982,7
983,1
983,3
984,10
985,3
986,3
987,7
988,5
989,5
989,11
990,2
991,4
992,10
993,1
994,8
994,12
995,10
996,4
996,12
997,8
997,7
998,2
998,10
999,4
1000,10
1001,1
1002,3
1003,11
1004,1
1005,1
1006,6
1007,1
1008,7
1009,3
1010,10
1011,8
1012,1
1013,5
1014,6
1015,2
1015,7
1016,5
1017,3
1017,2
1018,6
1019,9
1019,4
1020,10
1021,2
1022,8
1023,7
1024,5
1025,3
1026,9
1026,11
1027,8
1027,3
1028,12
1029,4
1030,2
1031,8
1032,12
1033,10
1034,7
1034,1
1035,6
1036,1
1037,12
1038,5
1039,5
1040,9
1041,1
1042,11
1043,6
1044,12
1044,10
1045,3
1046,6
1047,11
1048,8
1048,1
1049,8
1050,11
1051,9
1051,6
1052,7
1052,1
1053,10
1054,9
1055,4
1056,6
1057,3
1058,1
1059,7
1060,10
1061,3
1061,10
1062,5
1063,12
1064,5
1065,2
1065,8
1066,6
1067,5
1067,4
1068,3
1069,6
1070,4
1071,8
1072,8
1073,4
1074,8
1075,6
1076,2
1077,4
1078,8
1079,12
1079,9
1080,1
1081,1
1082,6
1083,1
1083,2
1084,1
1085,11
1086,6
1087,4
1088,5
1089,8
1090,5
1091,3
1092,2
1093,10
1094,4
1095,9
1096,5
1097,12
1098,10
1099,3
1100,5
1101,9
1102,1
1102,3
1103,8
1104,2
1105,1
1105,2
1106,7
1106,3
1107,10
1107,6
1108,6
1109,12
1110,8
1111,2
1112,2
1112,8
1113,11
1114,8
1114,4
1115,3
1116,6
1117,3
1117,11
1118,6
1119,8
1119,1
1120,8
1121,6
1122,8
1122,3
1123,6
1124,9
1125,7
1126,6
1127,5
1128,7
1128,10
1129,4
1129,10
1130,9
1131,8
1132,2
1132,6
1133,12
1134,7
1134,10
1135,9
1136,3
1137,12
1138,2
1138,10
1139,6
1139,9
1140,8
1141,5
1142,2
1142,10
1143,11
1144,6
1144,8
1145,2
1146,3
1147,3
1148,8
1149,7
1150,4
1150,12
1151,5
1152,7
1153,2
1154,10
1155,3
1155,5
1156,6
1157,1
1158,2
1159,1
1160,7
1161,11
1161,6
1162,7
1162,12
1163,9
1163,4
1164,8
1165,4
1166,6
1166,7
1167,5
1168,3
1169,2
1170,3
1171,11
1171,7
1172,2
1173,11
1174,8
1174,10
1175,10
1175,3
1176,9
1176,7
1177,7
1177,6
1178,3
1179,10
1179,1
1180,12
1180,4
1181,7
1182,1
1183,10
1184,12
1184,6
1185,10
1186,12
1186,2
1187,12
1188,8
1189,9
1190,4
1191,11
1191,12
1192,11
1193,10
1194,6
1195,8
1196,9
1196,8
1197,7
1198,5
1199,3
1200,12
1201,12
1202,1
1203,10
1203,3
1204,11
1205,12
1206,5
1207,2
1207,3
1208,5
1209,3
1210,5
1211,1
1212,10
1213,10
1214,11
1215,6
1215,3
1216,12
1217,8
1218,9
1219,6
1220,3
1221,8
1222,7
1222,4
1223,12
1223,11
1224,4
1225,1
1226,2
1227,3
1228,7
1228,8
1229,8
1230,7
1231,8
1231,5
1232,9
1233,1
1233,5
1234,7
1234,11
1235,9
1236,2
1237,7
1238,6
1239,5
1240,5
1241,8
1241,11
1242,12
1243,9
1244,11
1245,6
1246,11
1247,2
1248,7
1249,9
1250,11
1251,6
1251,4
1252,5
1253,1
1254,10
1255,1
1256,10
1257,12
1258,2
1259,7
1260,2
1261,5
1262,8
1263,11
1264,5
1264,7
1265,5
1266,2
1267,1
1268,7
1268,6
1269,5
1270,3
1271,2
1271,8
1272,10
1273,3
1273,11
1274,2
1274,3
1275,4
1275,10
1276,8
1277,2
1278,2
1279,10
1280,8
1281,8
1282,11
1283,1
1284,5
1284,3
1285,7
1286,9
1287,8
1287,7
1288,12
1288,2
1289,1
1290,12
1290,8
1291,10
1292,6
1293,7
1294,11
1295,6
1296,2
1297,5
1297,11
1298,3
1299,7
1300,5
1301,2
1301,11
1302,8
1303,11
1304,12
1304,4
1305,1
1306,1
1307,8
1308,2
1308,9
1309,8
1310,1
1310,12
1311,1
1312,12
1313,7
1314,4
1315,11
1315,9
1316,12
1317,2
1318,12
1319,8
1320,8
1321,4
1322,1
1323,11
1324,5
1325,8
1326,10
1327,2
1328,8
1329,2
1330,7
1331,12
1332,6
1332,2
1333,6
1334,1
1335,6
1336,2
1337,3
1338,3
1338,6
1339,8
1340,10
1341,3
1342,11
1343,3
1343,1
1344,2
1344,1
1345,3
1346,12
1347,7
1348,12
1348,3
1349,3
1350,9
1351,7
1351,4
1352,10
1353,10
1354,12
1355,10
1355,2
1356,6
1357,1
1357,9
1358,4
1359,9
1360,10
1361,9
1362,8
1363,5
1364,4
1365,3
1366,8
1366,3
1367,11
1368,1
1369,5
1370,7
1371,6
1372,1
1372,2
1373,9
1374,3
1375,8
1376,2
1377,12
1378,10
1378,12
1379,7
1380,12
1381,4
1382,6
1383,2
1384,12
1385,4
1385,7
1386,2
1387,10
1387,8
1388,7
1389,4
1390,3
1390,7
1391,3
1392,12
1392,4
1393,5
1394,6
1395,1
1396,5
1397,2
1398,8
1398,7
1399,6
1400,5
1401,11
1402,10
1403,2
1404,9
1404,8
1405,10
1406,8
1406,5
1407,12
1408,12
1408,4
1409,6
1410,10
1410,4
1411,10
1412,7
1413,1
1414,12
1414,9
1415,7
1416,8
1416,2
1417,8
1417,4
1418,9
1419,12
1420,4
1420,3
1421,5
1422,11
1423,1
1424,11
1424,5
1425,12
1426,10
1426,12
1427,8
1428,3
1428,7
1429,6
1430,12
1430,11
1431,11
1432,7
1433,9
1434,5
1435,5
1435,10
1436,11
1437,10
1438,12
1439,9
1440,1
1441,7
1442,8
1443,6
1444,3
1445,9
1446,3
1447,4
1448,11
1449,12
1449,10
1450,12
1451,6
1452,5
1453,5
1453,1
1454,6
1455,8
1456,9
1456,12
1457,8
1458,8
1459,11
1460,4
1461,2
1461,12
1462,3
1462,5
1463,2
1464,5
1465,12
1466,8
1467,4
1468,5
1469,11
1469,9
1470,8
1471,7
1472,12
1472,11
1473,5
1474,2
1475,4
1476,7
1477,11
1478,8
1479,8
1479,5
1480,5
1481,5
1482,8
1483,5
1484,3
1485,5
1486,3
1486,10
1487,12
1488,3
1489,12
1490,3
1491,2
1492,6
1493,8
1494,6
1495,4
1496,11
1497,6
1498,6
1499,9
1499,3
1500,2
1501,7
1502,3
1502,8
1503,3
1504,12
1505,11
1506,8
1507,10
1508,10
1509,6
1509,2
1510,1
1510,3
1511,5
1512,7
1513,8
1514,2
1515,1
1516,10
1517,5
1518,1
1519,9
1520,11
1520,12
1521,9
1522,4
1522,8
1523,10
1524,11
1525,7
1526,12
1527,6
1527,7
1528,1
1529,6
1530,5
1531,9
1531,2
1532,12
1533,12
1533,7
1534,5
1534,3
1535,12
1535,7
1536,10
1537,3
1538,5
1539,9
1539,6
1540,10
1541,2
1541,1
1542,11
1542,5
1543,3
1543,9
1544,12
1544,10
1545,4
1546,7
1547,9
1548,1
1548,5
1549,8
1550,4
1550,1
1551,3
1552,5
1553,2
1553,11
1554,7
1555,8
1556,1
1557,5
1558,2
1558,10
1559,10
1560,10
1560,7
1561,11
1562,12
1562,2
1563,9
1564,5
1565,10
1566,3
1567,8
1568,6
1569,1
1570,6
1571,11
1571,6
1572,5
1573,9
1574,9
1575,11
1576,2
1577,9
1578,6
1579,5
1580,2
1581,3
1582,3
1583,6
1584,7
1584,6
1585,2
1586,3
1587,4
1588,7
1589,2
1589,12
1590,1
1591,6
1591,5
1592,3
1593,10
1593,9
1594,3
1595,1
1596,4
1597,12
1598,12
1599,5
1600,4
1601,2
1602,12
1602,2
1603,1
1604,7
1604,1
1605,2
1606,11
1607,8
1608,5
1609,2
1610,11
1611,2
1612,10
1613,10
1614,3
1615,1
1616,3
1617,10
1618,6
1619,9
1620,9
1621,2
1622,9
1623,12
1624,5
1625,9
1626,12
1627,4
1628,6
1628,10
1629,8
1630,3
1631,7
1632,4
1632,9
1633,7
1634,6
1635,8
1636,9
1637,8
1638,12
1639,9
1640,2
1641,8
1642,7
1643,8
1644,11
1645,4
1645,9
1646,5
1646,7
1647,2
1648,11
1648,6
1649,1
1650,11
1650,2
1651,8
1651,9
1652,2
1653,7
1654,12
1654,10
1655,12
1656,2
1657,4
1658,4
1659,2
1659,4
1660,12
1660,8
1661,12
1662,11
1663,6
1663,8
1664,8
1664,9
1665,3
1666,2
1666,12
1667,8
1668,4
1668,11
1669,1
1670,12
1671,2
1672,11
1672,1
1673,7
1674,3
1675,10
1676,2
1677,8
1677,4
1678,11
1679,8
1679,9
1680,9
1681,9
1682,1
1683,2
1683,7
1684,6
1684,7
1685,8
1685,1
1686,3
1687,12
1688,8
1689,3
1689,5
1690,8
1690,2
1691,11
1691,9
1692,8
1692,9
1693,9
1694,7
1695,8
1696,10
1696,11
1697,5
1698,1
1699,10
1700,3
1701,6
1702,11
1703,7
1704,7
1705,6
1706,6
1706,1
1707,4
1708,11
1709,10
1710,12
1711,5
1712,6
1713,1
1714,1
1715,11
1715,7
1716,5
1716,1
1717,10
1717,1
1718,7
1719,6
1719,10
1720,8
1721,12
1722,6
1723,9
1723,11
1724,3
1725,6
1726,4
1726,8
1727,9
1728,5
1729,1
1730,10
1731,4
1731,10
1732,12
1733,10
1734,5
1735,10
1736,7
1736,4
1737,2
1738,9
1739,7
1740,4
1741,7
1741,5
1742,11
1742,9
1743,1
1744,10
1745,4
1745,11
1746,5
1746,11
1747,10
1747,11
1748,9
1749,6
1750,3
1750,4
1751,12
1752,7
1753,6
1753,2
1754,7
1755,5
1756,5
1757,7
1758,2
1759,4
1760,4
1761,8
1762,9
1762,7
1763,11
1763,1
1764,3
1765,3
1766,5
1767,11
1768,11
1769,12
1770,1
1770,12
1771,6
1772,2
1773,6
1773,11
1774,7
1775,4
1776,10
1777,9
1778,8
1779,4
1780,6
1781,10
1782,12
1782,4
1783,4
1783,3
1784,3
1785,5
1786,7
1786,5
1787,8
1788,12
1789,6
1790,8
1790,11
1791,5
1792,6
1793,12
1793,6
1794,1
1795,12
1796,12
1797,5
1798,5
1798,11
1799,11
1800,9
1801,8
1802,1
1802,7
1803,5
1804,4
1805,4
1806,8
1807,11
1808,1
1808,5
1809,8
1810,12
1810,7
1811,12
1812,2
1812,3
1813,9
1814,6
1815,10
1815,9
1816,8
1817,1
1818,11
1819,11
1819,3
1820,7
1821,11
1822,6
1823,2
1824,4
1825,10
1826,6
1826,8
1827,12
1827,3
1828,3
1829,5
1830,2
1831,6
1831,3
1832,7
1832,10
1833,1
1834,9
1835,2
1836,4
1836,5
1837,1
1838,10
1838,7
1839,3
1840,6
1841,10
1842,1
1843,8
1843,11
1844,2
1844,4
1845,4
1846,5
1847,7
1847,3
1848,4
1848,10
1849,5
1850,7
1851,7
1852,1
1853,5
1854,10
1855,4
1855,6
1856,2
1856,1
1857,3
1857,6
1858,11
1858,4
1859,12
1859,7
1860,2
1861,9
1862,1
1863,4
1864,6
1864,10
1865,1
1866,9
1867,5
1867,7
1868,3
1869,10
1870,5
1871,9
1872,6
1872,8
1873,2
1874,12
1875,3
1875,5
1876,6
1877,3
1878,5
1878,6
1879,5
1879,12
1880,9
1881,7
1882,6
1883,3
1883,9
1884,1
1884,4
1885,1
1886,3
1887,8
1888,3
1889,7
1889,2
1890,1
1890,8
1891,12
1892,8
1892,12
1893,12
1894,2
1895,2
1896,5
1897,3
1898,10
1899,10
1900,9
1901,7
1902,4
1903,11
1903,2
1904,1
1905,11
1906,7
1907,10
1908,6
1909,1
1910,8
1911,8
1911,11
1912,10
1913,6
1914,11
1915,6
1915,10
1916,4
1917,11
1918,6
1919,12
1920,9
1921,2
1921,7
1922,3
1923,7
1924,1
1925,3
1926,7
1926,5
1927,2
1928,8
1929,12
1929,5
1930,6
1931,6
1932,8
1933,7
1933,8
1934,10
1935,2
1935,7
1936,10
1937,7
1938,2
1938,1
1939,8
1940,11
1941,8
1942,5
1943,7
1943,2
1944,5
1944,3
1945,11
1946,4
1947,5
1947,10
1948,9
1949,1
1950,9
1951,7
1951,2
1952,11
1952,10
1953,6
1954,10
1955,9
1956,2
1957,3
1957,12
1958,1
1958,2
1959,12
1959,5
1960,10
1961,11
1961,8
1962,6
1963,4
1964,2
1965,11
1966,7
1967,1
1968,2
1968,1
1969,11
1970,8
1970,7
1971,5
1971,10
1972,12
1973,5
1973,2
1974,3
1975,4
1976,1
1977,1
1978,8
1979,11
1980,7
1981,2
1982,8
1983,8
1984,1
1984,2
1985,3
1986,8
1986,12
1987,8
1988,4
1989,10
1990,1
1990,6
1991,2
1992,7
1992,8
1993,1
1994,7
1994,8
1995,4
1995,1
1996,7
1997,9
1998,5
1999,8
1999,2
2000,10
2000,11
2001,8
2002,1
2002,3
2003,12
2004,8
2005,8
2006,9
2007,10
2008,10
2009,3
2009,5
2010,7
2010,11
2011,8
2012,10
2013,5
2014,11
2015,3
2015,12
2016,3
2017,2
2017,7
2018,5
2018,4
2019,9
2020,1
2021,5
2022,11
2023,3
2024,2
2025,7
2026,10
2027,2
2028,8
2029,6
2030,1
2031,3
2032,12
2033,8
2034,2
2034,12
2035,9
2036,9
2037,3
2038,4
2039,3
2040,12
2041,9
2041,8
2042,3
2043,6
2044,2
2045,8
2046,1
2046,4
2047,6
2047,5
2048,2
2049,6
2050,6
2050,11
2051,3
2052,4
2052,3
2053,7
2053,12
2054,9
2054,11
2055,1
2056,3
2056,1
2057,2
2058,6
2059,3
2059,7
2060,7
2061,11
2062,10
2063,11
2064,7
2065,11
2065,9
2066,12
2067,6
2068,5
2069,12
2070,8
2070,11
2071,9
2072,12
2072,6
2073,4
2073,5
2074,1
2075,7
2076,9
2077,4
2078,9
2079,9
2080,11
2081,1
2082,9
2083,4
2084,12
2085,9
2085,2
2086,6
2087,11
2088,2
2089,11
2090,8
2091,10
2092,8
2093,4
2094,6
2095,5
2096,12
2097,9
2097,4
2098,6
2099,6
2100,2
2100,3
2101,7
2101,2
2102,1
2103,3
2103,8
2104,8
2105,6
2106,10
2106,9
2107,5
2107,10
2108,11
2108,7
2109,12
2109,8
2110,3
2110,12
2111,8
2112,3
2112,9
2113,12
2114,8
2115,1
2115,3
2116,2
2117,2
2117,12
2118,10
2119,1
2120,2
2121,5
2122,5
2123,8
2124,3
2125,10
2126,1
2126,5
2127,4
2128,12
2129,1
2129,2
2130,2
2131,7
2132,10
2132,5
2133,6
2133,7
2134,12
2134,10
2135,3
2136,8
2136,11
2137,3
2137,6
2138,10
2139,7
2139,4
2140,6
2140,9
2141,11
2142,12
2142,5
2143,3
2144,10
2145,9
2146,11
2147,4
2148,10
2149,8
2150,2
2151,1
2152,4
2153,12
2154,2
2154,9
2155,7
2156,8
2157,6
2158,3
2158,7
2159,9
2160,7
2161,2
2162,2
2163,5
2164,3
2165,2
2166,5
2167,11
2167,3
2168,10
2169,3
2170,12
2171,5
2172,2
2172,6
2173,7
2174,5
2175,2
2175,1
2176,4
2177,8
2178,2
2178,5
2179,6
2180,9
2180,7
2181,8
2182,7
2183,1
2184,9
2185,4
2186,5
2187,8
2187,2
2188,3
2189,9
2190,4
2191,9
2191,8
2192,1
2193,10
2193,5
2194,1
2195,8
2196,10
2197,11
2198,6
2198,11
2199,10
2200,1
2201,12
2202,5
2203,7
2204,3
2205,7
2206,10
2207,11
2208,11
2209,12
2210,5
2210,4
2211,6
2212,8
2213,1
2214,11
2215,10
2216,1
2216,12
2217,7
2218,7
2218,9
2219,11
2220,9
2221,11
2222,11
2222,2
2223,7
2224,7
2225,12
2226,2
2227,6
2227,4
2228,1
2228,4
2229,5
2230,4
2231,10
2232,12
2233,4
2234,6
2234,1
2235,8
2236,1
2237,11
2238,2
2238,5
2239,3
2239,9
2240,11
2241,2
2242,12
2243,3
2244,10
2245,9
2246,4
2247,12
2248,11
2249,1
2249,7
2250,6
2251,7
2251,5
2252,11
2253,8
2253,6
2254,12
2255,1
2256,7
2257,6
2257,1
2258,4
2258,6
2259,10
2260,12
2261,12
2262,2
2262,4
2263,3
2264,5
2265,11
2266,1
2267,7
2267,1
2268,5
2269,2
2270,4
2270,6
2271,6
2272,2
2273,2
2273,11
2274,10
2274,2
2275,1
2276,7
2277,12
2278,3
2279,8
2280,5
2281,2
2281,12
2282,9
2283,5
2284,7
2284,2
2285,4
2285,10
2286,8
2287,8
2287,7
2288,6
2289,8
2290,10
2291,2
2292,1
2293,10
2294,10
2295,11
2296,6
2297,8
2297,10
2298,3
2298,4
2299,1
2300,3
2301,10
2302,9
2302,11
2303,5
2304,3
2305,5
2305,10
2306,5
2307,1
2308,1
2309,9
2310,7
2311,4
2312,11
2313,2
2314,4
2315,12
2315,8
2316,10
2317,10
2318,7
2319,3
2320,8
2321,8
2322,1
2323,12
2324,8
2325,4
2326,12
2326,6
2327,4
2327,7
2328,1
2329,1
2330,6
2331,9
2332,3
2333,8
2334,11
2335,1
2336,4
2337,5
2338,4
2339,12
2340,6
2341,3
2342,1
2343,5
2344,1
2345,7
2346,6
2347,5
2348,4
2348,6
2349,11
2350,9
2351,12
2351,2
2352,3
2353,4
2354,9
2355,12
2355,6
2356,10
2357,11
2357,4
2358,10
2359,9
2360,3
2361,4
2362,11
2363,3
2364,4
2364,2
2365,11
2365,10
2366,3
2367,11
2367,9
2368,8
2369,3
2369,6
2370,9
2371,12
2371,8
2372,5
2372,10
2373,11
2373,10
2374,4
2375,4
2376,4
2376,7
2377,5
2378,7
2378,10
2379,6
2380,9
2381,3
2382,5
2383,9
2383,6
2384,10
2385,8
2386,7
2387,8
2387,7
2388,6
2388,8
2389,5
2390,1
2390,3
2391,4
2391,5
2392,6
2393,5
2394,5
2395,2
2396,2
2397,1
2398,6
2399,11
2400,5
2401,12
2402,4
2403,12
2404,1
2405,5
2406,7
2407,10
2407,11
2408,8
2409,7
2410,4
2411,8
2412,9
2413,12
2413,8
2414,2
2415,4
2416,12
2416,7
2417,8
2418,9
2418,1
2419,3
2420,5
2421,8
